name,b1,L,slope,h,train_error,test_error,training_time,weights,importance,filename
irisnorm,1.00,0,1.00,1.00,0.16132028857687228,0.16131848791992734,0.0025515,"[[ 0.87938423 -0.05353946  1.        ]
 [-0.08401702  0.87938423 -0.57062046]
 [ 0.58553814 -0.21291645  0.87938423]]","[[ 1.        ]
 [-0.38801166]
 [-0.7000843 ]]",data/irisnorm.arff
